Competência;Cód.Forn;Fornecedor;Material;Cód. Grupo;Grupo;Estocável;Genérico;Unid.;Class. ABC;Sub. ABC;Qtd;Custo Médio;Resíduo;Valor;
"04/2026";"1";"Completar";"1436 - CONJUNTO COMPLETO P/ AEROSOL ADULTO C/ SAIDA PARA NITROGENIO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"70";"16,0000";"0,00";"1.120,00";
"04/2026";"1";"Completar";"403795 - PINCA CIRURGICA, TIPO MIXTER, COM CURVATURA 16 CM";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"B";"B";"0";"80,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"401827 - FIO GUIA BILIAR 0,025";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"10";"560,5000";"0,00";"5.605,00";
"04/2026";"1";"Completar";"403619 - VEDANTE PARA PINCAS, TIPO CARRETEL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"0";"120,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"403843 - TESOURA CIRRGICA, TIPO MAYO HEGAR, PONTA RETA ROMBA/ ROMBA,";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"B";"B";"0";"43,4400";"0,00";"0,00";
"04/2026";"1";"Completar";"403504 - BOTIJAO DE NITROGENIO LIQUIDO 20L";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"3.527,3300";"0,00";"0,00";
"04/2026";"1";"Completar";"401505 - TUBO DE SILICONE PARA MECANISMO DE INFUSAO EM URODINAMICA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"17,5000";"0,00";"0,00";
"04/2026";"1";"Completar";"1601 - FIO GUIA 0,35 X 260 CM EXTRA STIFF TEFLONADO PONTA J";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"50";"205,5679";"0,00";"10.278,39";
"04/2026";"1";"Completar";"403822 - DESCOLADOR CIRURGICO TIPO PENFIELD PONTA N? 4";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"B";"B";"0";"155,2200";"0,00";"0,00";
"04/2026";"1";"Completar";"403669 - ADAPTADOR DE VIAS AEREAS DE CAPNOGRAFIA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"353";"64,0156";"0,00";"22.597,50";
"04/2026";"1";"Completar";"403308 - MICRO CATETER DIAMETRO INTERNO DE 0.017 - APLICACAO: EMBOLIZACAO COM MOLA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"401355 - CESTA EXTRATORA (BASKET)";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"590,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"400201 - DISPOSITIVO ANTI- PROTRUSAO COM ORIFICIOS PARA PARAFUSOS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"401853 - PRANCHA DE TRANSFERÊNCIA DE PACIENTES, EM POLÍMERO, 113CMX45CMX2CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"60,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"403673 - GUIA DE INTUBACAO TRAQUEAL TIPO BOUGIE TAMANHO NEONATAL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"20";"36,2800";"0,00";"725,60";
"04/2026";"1";"Completar";"404110 - ENDOSCOPIO RIGIDO (OPTICA) ANGULO VISAO 0 GRAU";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"42.513,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"401511 - FIO DE SUTURA POLIPROPILENO, 3-0, C/ 2 AGULHAS 1/2, C/ 90CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"A";"A";"98";"6,3663";"0,00";"623,90";
"04/2026";"1";"Completar";"402747 - CATETER DE HEMODIALISE ADULTO 14 FR X 32CM PERMCATH";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"24";"178,9920";"0,00";"4.295,81";
"04/2026";"1";"Completar";"1541 - FIO DE SUTURA CATGUT CROMADO, FIO 2-0, AGULHA 1/2";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"A";"A";"0";"3,2908";"0,00";"0,00";
"04/2026";"1";"Completar";"1548 - FIO DE SUTURA CATGUT SIMPLES, FIO 2-0, AGULHA 3/8";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"A";"A";"96";"4,0668";"0,01";"390,42";
"04/2026";"1";"Completar";"403122 - PINCA CIRURGICA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"1.190,5700";"0,00";"0,00";
"04/2026";"1";"Completar";"403285 - AFASTADOR AUTOESTATICO WEITLANER 3X4 COMPRIMENTO 14 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"332,5000";"0,00";"0,00";
"04/2026";"1";"Completar";"401883 - KIT PARA TERAPIA DE ALTO FLUXO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"1.500,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404121 - ADAPTADOR UNIVERSAL HOSPITALAR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"500";"15,8600";"0,00";"7.930,00";
"04/2026";"1";"Completar";"404129 - PONTEIRA DE ASPIRACAO LONGA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"12";"2.340,0000";"0,00";"28.080,00";
"04/2026";"1";"Completar";"404131 - PONTEIRA DE ASPIRACAO CURTA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"12";"2.160,0000";"0,00";"25.920,00";
"04/2026";"1";"Completar";"404160 - ESCOVA P/ LIMPEZA DE BRONCOSCOPIO, CERDAS FLEXIVEL EM NYLON";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"300";"10,9300";"0,00";"3.279,00";
"04/2026";"1";"Completar";"403841 - TESOURA CIRURGICA, TIPO MAYO STILLE, PONTA CURVA ROMBA/ ROMBA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"C";"A";"0";"35,9400";"0,00";"0,00";
"04/2026";"1";"Completar";"404805 - ELETRODO DE MONITORIZACAO PARA TESTE ERGOMETRICO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"400162 - PLACA ESPECIFICA DE TITANIO P/ MINI OU MICRO FRAGMENTOS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"514,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"1587 - FIO DE SUTURA POLIPROPILENO, FIO 2-0, AGULHA 3/8";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"A";"A";"384";"2,4071";"0,03";"924,36";
"04/2026";"1";"Completar";"404259 - TESOURA CIRURGICA, TIPO DIETRICH, PONTA ANGULADA A 45?, COMPRIMENTO CERCA DE 18 CM. MATERIAL ACO INOXIDAVEL, AUTOCLAVAVEL ATE 135 GRAUS ?C. COM COMPATIBILIDADE PARA SISTEMA DE RASTREABILIDADE. GARANTIA DE 10 ANOS. LOTE, LOGOMARCA DO FABRICANTE E AS";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"156,7000";"0,00";"0,00";
"04/2026";"1";"Completar";"942 - CATETER TENCKHOFF 15FR X 42CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"1";"250,7300";"0,00";"250,73";
"04/2026";"1";"Completar";"1578 - FIO DE SUTURA NYLON, FIO 6-0, AGULHA 3/8, COMP. 45 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"A";"A";"672";"1,3900";"0,00";"934,08";
"04/2026";"1";"Completar";"401961 - INDICADOR QUIMICO CLASSE IV, TIPO INTEGRADOR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"14250";"0,3800";"0,00";"5.415,00";
"04/2026";"1";"Completar";"404749 - PORTA-AGULHA, TIPO RYDER, PONTA RETA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"199,5000";"0,00";"0,00";
"04/2026";"1";"Completar";"5619 - CAPOTE CIRURGICO, ESTERIL, DESCARTAVEL, EM NAO TECIDO  SMS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"1885";"0,4248";"0,15";"800,90";
"04/2026";"1";"Completar";"400202 - PARAFUSO PARA COMPONENTE ACETABULAR REF. 0702030767";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"204,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"400243 - CATETER DIAGNOSTICO CIRCUNFERENCIAL DEFLECTIVEL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"5.162,2100";"0,00";"0,00";
"04/2026";"1";"Completar";"402635 - CONJUNTO DRENAGEM TORAX N. 30";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"3";"27,8233";"0,00";"83,47";
"04/2026";"1";"Completar";"404281 - TUBO ENDOTRAQUEAL EM T OU DE MONTGOMERY DIAMETRO 16MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"306,9219";"0,00";"0,00";
"04/2026";"1";"Completar";"402385 - CONJUNTO COMPLETO P/ AEROSOL ADULTO C/ SAIDA PARA OXIGENIO COD 1433";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"269";"4,9236";"0,02";"1.324,47";
"04/2026";"1";"Completar";"2607 - EQUIPO PARA IRRIGACAO 4 VIAS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"7";"41,7314";"0,00";"292,12";
"04/2026";"1";"Completar";"1665 - KIT P/ NEFROSTOMIA PERCUTANEA ADULTO CONTENDO CATETER";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"81";"335,2911";"0,00";"27.158,58";
"04/2026";"1";"Completar";"400115 - CATETER GUIA P/ ANGIOPLASTIA TRANSL. PERCUTANEA XB 6 FR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"118,2900";"0,00";"0,00";
"04/2026";"1";"Completar";"400157 - FIO GUIA 0,035 POLEGADA X 260 CM TIPO LUNDERQUIST";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"74";"483,1981";"0,00";"35.756,66";
"04/2026";"1";"Completar";"3924 - CATETER UMBILICAL CALIBRE 3,5 TIPO NEONATAL, APLICACAO EM AR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"13,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"400225 - SISTEMA PARA PUNCAO TRANSEPTAL 8,0FR OU 8,5FR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"1.201,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404628 - PINCA ARTICULADA CORTANTE, MODELO KERRISON, ANGULO DA PONTA 23CM";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"1.569,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"838 - AGULHA PARA ANESTESIA RAQUIDIANA 27G X 3 1/2";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"1289";"3,8850";"0,08";"5.007,84";
"04/2026";"1";"Completar";"1793 - SONDA URETRAL N. 14FR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"2055";"0,5800";"0,00";"1.191,90";
"04/2026";"1";"Completar";"404694 - PINCA CIRURGICA, TIPO DEBAKEY CASTANEDA DERRA, CABO CURVO 16CM";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"497,3000";"0,00";"0,00";
"04/2026";"1";"Completar";"8198 - INTRODUTOR RADIAL 6F 10 A 11 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"195";"33,4501";"0,00";"6.522,77";
"04/2026";"1";"Completar";"402011 - LINHA DE SANGUE VENOSA 6MM PEDIATRICO COM CATABOLHA,";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"80";"62,8546";"0,00";"5.028,37";
"04/2026";"1";"Completar";"404507 - PINCA CIRURGICA, TIPO BABY MIXTER, COMPRIMENTO CERCA DE 18";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"89,9300";"0,00";"0,00";
"04/2026";"1";"Completar";"400288 - PARAFUSO CANULADO 4,5 MM REF. 0702030635";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"171,0900";"0,00";"0,00";
"04/2026";"1";"Completar";"404469 - ESCOVA PARA LIMPEZA DE BRONCOSCOPIO";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"12,1500";"0,00";"0,00";
"04/2026";"1";"Completar";"400220 - ENXERTO TUBULAR DE PTFE (70 CM2) (VALOR POR CM2)";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"C2";"A";"A";"0";"572,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"7519 - DIALISADOR CAPILAR SINTETICO ALTO FLUXO 1,7 M2 A 1,8 M2.";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"232";"39,9499";"0,02";"9.268,40";
"04/2026";"1";"Completar";"401011 - FILTRO DE FORMOL THERMOFISCHER";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"2.093,3500";"0,00";"0,00";
"04/2026";"1";"Completar";"403846 - PORTA-AGULHA, TIPO CASTROVIEJO, PONTA RETA, COM VIDEA 18CM";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"C";"A";"0";"275,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"403995 - CATETER DIAGNOSTICO JUDKINS 6F JL 5.0 X 100 CM.";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"43,8600";"0,00";"0,00";
"04/2026";"1";"Completar";"402152 - CABO DE BISTURI NR 07, COMPRIMENTO DE 16 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"16,7200";"0,00";"0,00";
"04/2026";"1";"Completar";"400138 - ESPIRAIS DE PLATINA REF. 0702010138";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"400196 - COMPONENTE FEMORAL MODULAR DE REVISAO CIMENTADA PARA ENXERTO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"400313 - HASTE INTRAMEDULAR RETROGRADA INCLUINDO OS PARAFUSOS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"1615 - INATIVO - FORMALDEIDO (FORMOL)";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"FR";"A";"A";"0";"12,8809";"0,00";"0,00";
"04/2026";"1";"Completar";"400296 - HASTE TIBIAL PARA REVISAO DE PROTESE TOTAL DO JOELHO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"402207 - TESOURA CIRURGICA, MATERIAL ACO INOXIDAVEL, AUTOCLAVAVEL, TIPO MAYO PONTA RETA, COMPRIMENTO DE 16,5 CM.";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"C";"A";"0";"41,5000";"0,00";"0,00";
"04/2026";"1";"Completar";"14216 - FILTRO BACTERIANO E VIRAL TIPO HME";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"50";"4,7795";"0,00";"238,98";
"04/2026";"1";"Completar";"7814 - SONDA ESOFAGICA SENGSTAKEN-BLAKMORE, CALIBRE N. 16, 3 VIAS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"1";"526,3000";"0,00";"526,30";
"04/2026";"1";"Completar";"2602 - CANULA OROFARINGEA GUEDEL N. 3";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"93";"2,8000";"0,00";"260,40";
"04/2026";"1";"Completar";"403935 - PORTA- AGULHA PARA CORONARIA, TIPO RYDER (RAYDER), PONTA RETA, COM TRAVA, COM VIDEA, COMPRIMENTO CERCA DE 20 CM,";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"450,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"403971 - TESOURA CIRURGICA, TIPO METZENBAUM, PONTA CURVA, COMPRIMENTO CERCA DE 18 CM.";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"38,3200";"0,00";"0,00";
"04/2026";"1";"Completar";"401915 - CATETER DIAGNOSTICO MULTIPORPOUSE 5F X 100 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"20";"27,0000";"0,00";"540,00";
"04/2026";"1";"Completar";"403970 - TESOURA CIRURGICA, TIPO METZENBAUM, PONTA CURVA, COMPRIMENTO CERCA DE 18 CM";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"38,3200";"0,00";"0,00";
"04/2026";"1";"Completar";"403663 - CONJUNTO DRENAGEM TORAX N. 14";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"10";"24,9600";"0,00";"249,60";
"04/2026";"1";"Completar";"403157 - TESOURA CIRURGICA, TIPO METZENBAUM, PONTA CURVA, COMPRIMENTO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"47,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"402903 - TESOURA CIRURGICA, TIPO IRIS, PONTA CURVA, COMPRIMENTO CERCA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"18,6100";"0,00";"0,00";
"04/2026";"1";"Completar";"402401 - BOMBA EXTRATORA ELETRICA DE LEITE MATERNO";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"B";"A";"0";"214,4100";"0,00";"0,00";
"04/2026";"1";"Completar";"403141 - ABRE BOCA CIRURGICO, TIPO MC IVOR COM 03 L?MINAS ABAIXA L?NG";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"0";"399,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"401329 - CANULA PARA TRAQUEOSTOMIA N. 3,5 SEM CUFF";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"2589 - ELETRODO EPICARDICO DEFINITIVO REF. COD. 0702040258";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"956,1700";"0,00";"0,00";
"04/2026";"1";"Completar";"402511 - PINCA CIRURGICA, TIPO JACARE, PONTA PARA DIREITA, PARA MICRO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"900,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"403142 - PINCA CIRURGICA, TIPO ALLIS SCOOBE, PONTA RETA, HASTE ANGULA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"95,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"403175 - AFASTADOR CIRURGICO, TIPO SEM MULLER, MATERIAL ACO INOX AISI";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"0";"96,9000";"0,00";"0,00";
"04/2026";"1";"Completar";"402189 - PINCA CIRURGICA, MATERIAL ACO INOXIDAVEL, AUTOCLAVAVEL, TIPO GOIVA JANSEN PONTA EM PORMA DE S, COMPRIMENTO DE 19 CM.";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"543,4700";"0,00";"0,00";
"04/2026";"1";"Completar";"402906 - INATIVO - GRAMPEADOR LINEAR REF. 0702050270";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"403295 - TESOURA CIRURGICA, TIPO METZENBAUM, PONTA RETA 5MMX36CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"5885 - BALAO DE REINALACAO / VENTILACAO EM SILICONE, 3 LITROS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"C";"0";"89,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"400268 - GANCHOS COM SISTEMA SULCADOS PARA FIXACAO DE HASTES";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"403583 - RASPA CIRURGICA, TIPO DUPLA DIAMANTADA, COMPRIMENTO MEDIO DE";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"0";"220,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"403170 - PINCA CIRURGICA, TIPO NASAL BRUENINGS NR 2, COMPRIMENTO DE 1";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"285,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"402167 - PINCA CIRURGICA, MATERIAL ACO INOXIDAVEL, AUTOCLAVAVEL, TIPO GOIVA RUSKIN BI-ARTICULADA, COMPRIMENTO DE 19 CM";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"620,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"1754 - SONDA DE PEZZER N. 20FR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"31,9900";"0,00";"0,00";
"04/2026";"1";"Completar";"402844 - BROCA CIRURGICA, TIPO FRESA ESFERICA ROSEN, 5,0 MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"324,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"402546 - CURETA GINECOLOGICA, MODELO NOVAK, TIPO DENTADA, /";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"110,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"403229 - PINCA CIRURGICA, TIPO APREENSAO TRIANGULAR FENESTRADA, 3,5 X 1,8 MM,";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"400090 - FIO GUIA DIRIGIVEL 0,014 X 190CM PONTA CURVA OU RETA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"225,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"931 - CANULA OROFARINGEA GUEDEL N. 0";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"0";"3,7500";"0,00";"0,00";
"04/2026";"1";"Completar";"400101 - CATETER BALAO PARA ANGIOPLASTIA PERIFERICA REF. 0702040070";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"C";"0";"499,1400";"0,00";"0,00";
"04/2026";"1";"Completar";"402031 - FRESA ESFERICA 2X80MM CORTANTE";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"700,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"932 - CANULA OROFARINGEA GUEDEL N. 1";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"0,9700";"0,00";"0,00";
"04/2026";"1";"Completar";"402030 - FRESA ESFERICA 1,5X80MM CORTANTE";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"700,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"403137 - PINCA CIRURGICA, EM ACO INOX 304, USO HOSPITALAR, AUTOCLAVAV";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"1.638,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"402784 - EBADEP-IJ - ESCALA BAPTISTA DE DEPRESSAO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"0";"201,7600";"0,00";"0,00";
"04/2026";"1";"Completar";"402823 - BROCA CIRURGICA DE PARADA AUTOMATICA PARA CRANIOTOMIA,";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"C";"0";"665,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"400227 - PROTESE TENDINOSA DE SILICONE REF. SUS 0702031232";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"403139 - PINCA GOIVA, EM ACO INOX 304, USO HOSPITALAR, AUTOCLAVAVEL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"190,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"400367 - CATETER DIAGNOSTICO TIPO AMPLATZ, PERFIL 6F, CURVA AL 1";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"403267 - PINCA CIRURGICA, TIPO DISSECCAO (ANATOMICA), DENTE DE RATO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"0";"17,4800";"0,00";"0,00";
"04/2026";"1";"Completar";"400369 - CATETER DIAGNOSTICO TIPO AMPLATZ, PERFIL 6F, CURVA AL 2";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"403268 - PINCA CIRURGICA, TIPO MIXTER, COM CURVATURA M?NIMA DE 75";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"97,5600";"0,00";"0,00";
"04/2026";"1";"Completar";"400332 - PLACA ANGULADA 4,5 MM INCLUI PARAFUSOS REF. 0702030856";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"403269 - PINCA CIRURGICA, TIPO KOCHER, PONTA RETA, 1 X 2 DENTE";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"35,0700";"0,00";"0,00";
"04/2026";"1";"Completar";"400334 - PLACA CONDILEA 4,5 MM INCLUI PARAFUSOS REF. 0702030880";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"402789 - COLECAO MTL - BRASIL - BATERIA MONTREAL TOLOUSE DE AVALIACAO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"0";"777,9400";"0,00";"0,00";
"04/2026";"1";"Completar";"400352 - INATIVADO - PARAFUSO DE INTERFERENCIA DE TITANIO REF. 0702030716";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"495,7200";"0,00";"0,00";
"04/2026";"1";"Completar";"402791 - COLECAO HTP - TECNICA PROJETIVA DE DESENHO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"B";"0";"322,0300";"0,00";"0,00";
