Competência;Cód.Forn;Fornecedor;Material;Cód. Grupo;Grupo;Estocável;Genérico;Unid.;Class. ABC;Sub. ABC;Qtd;Custo Médio;Resíduo;Valor;
"08/2025";"1";"Completar";"402739 - EXTRATOR OBSTETRICO A VACUO PARA PARTO VAGINAL 56 X 15MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"27";"384,4222";"0,00";"10.379,39";
"08/2025";"1";"Completar";"1526 - FIO DE SUTURA ABSORVIVEL, POLIGLATINA,  FIO 4-0, INCOLOR 3/8";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"B";"A";"324";"9,0535";"0,01";"2.933,34";
"08/2025";"1";"Completar";"1559 - FIO DE SUTURA ACO, N. 1, SEM AGULHA, 3 FIOS X 60 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"A";"B";"72";"7,1499";"0,01";"514,80";
"08/2025";"1";"Completar";"1601 - FIO GUIA 0,35 X 260 CM EXTRA STIFF TEFLONADO PONTA J";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"30";"205,5679";"0,00";"6.167,03";
"08/2025";"1";"Completar";"401991 - FIO DE SUTURA CATGUT CROMADO, FIO N. 0, AGULHA 3/8";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"A";"B";"24";"4,6716";"0,00";"112,11";
"08/2025";"1";"Completar";"916 - TUBO ENDOTRAQUEAL COM CUFF CALIBRE 8,0";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"373";"2,8491";"0,01";"1.062,72";
"08/2025";"1";"Completar";"6263 - CANULA PARA TRAQUEOSTOMIA N. 3,5 COM CUFF";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"3";"37,8399";"0,00";"113,51";
"08/2025";"1";"Completar";"403631 - FIO OSSEO LISO TIPO STEINMAN/KIRSCHNER 3,5MM X 30CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"C";"20";"18,0099";"0,00";"360,19";
"08/2025";"1";"Completar";"1434 - CONJUNTO COMPLETO P/ AEROSOL INFANTIL C/ SAIDA PARA OXIGENIO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"9";"6,9693";"0,02";"62,74";
"08/2025";"1";"Completar";"401928 - BRACADEIRA DE NYLON 2 VIAS COM MANGUITO OBESO";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"B";"0";"250,0000";"0,00";"0,00";
"08/2025";"1";"Completar";"402735 - CONJUNTO P/ DRENAGEM TORAXICA N. 22 (INFANTIL) FRASCO EM PVC";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"10";"27,6699";"0,00";"276,69";
"08/2025";"1";"Completar";"401414 - CATETER TIPO BASKET BILIAR 20 X 30";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"3";"1.044,6733";"0,00";"3.134,01";
"08/2025";"1";"Completar";"1745 - SONDA DE FOLEY DE SILKOLATEX 8F, 2 VIAS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"166";"3,6999";"0,02";"614,20";
"08/2025";"1";"Completar";"1655 - CATETER PARA TERAPIA RENAL 9FR X 12CM DUPLO LUMEN";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"KT";"C";"A";"23";"120,2613";"0,00";"2.766,00";
"08/2025";"1";"Completar";"14045 - MASCARA PARA OXIGENIOTERAPIA COM RESERVATORIO INFANTIL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"214";"8,2159";"0,02";"1.758,22";
"08/2025";"1";"Completar";"400833 - AGULHA HIPODERMICA DESCARTAVEL 30 X 0,8MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"5300";"0,2250";"0,34";"1.192,84";
"08/2025";"1";"Completar";"400943 - FRASCO PARA ASPIRACAO 5 LITROS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"54";"217,7000";"0,00";"11.755,80";
"08/2025";"1";"Completar";"1695 - MASCARA PARA ANESTESIA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"36,5000";"0,00";"0,00";
"08/2025";"1";"Completar";"400703 - FIO CIRUR. P/ MARCAPASSO TEMP. N.2-0 C/ 2 AGULHAS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"B";"A";"0";"30,1691";"0,00";"0,00";
"08/2025";"1";"Completar";"401756 - SONDA PARA GASTROSTOMIA PERCUTANEA 12 FR, COM BALAO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"45";"49,3184";"0,00";"2.219,32";
"08/2025";"1";"Completar";"402813 - PAPEL TERMOSENSIVEL COM LINHAS DE GRADE";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"33";"23,2442";"0,00";"767,05";
"08/2025";"1";"Completar";"402017 - FIO DE SUTURA ABSORVIVEL, FIO 3-0, COR VIOLETA, AGULHA 5/8";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"B";"A";"216";"5,6616";"0,00";"1.222,90";
"08/2025";"1";"Completar";"1739 - SONDA DE FOLEY DE SILICONE 10F, 2 VIAS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"18";"9,6361";"0,00";"173,44";
"08/2025";"1";"Completar";"3785 - FIO DE SUTURA POLIGLECAPRONE C/ TRICLOSAN, FIO 4-0, 3/8";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"A";"A";"36";"14,4556";"0,00";"520,40";
"08/2025";"1";"Completar";"4692 - CAMPO CIRURGICO IODADO, 45 CM X 60 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"106";"78,5734";"0,01";"8.328,79";
"08/2025";"1";"Completar";"836 - AGULHA P/ ANESTESIA RAQUIDIANA 22G X 90 MM DESCARTAVEL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"272";"15,7784";"0,03";"4.291,75";
"08/2025";"1";"Completar";"4676 - ESCOVA PARA LIMPEZA DE INSTRUMENTAL CIRURGICO, LUMEM 2,5MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"14";"43,1692";"0,00";"604,36";
"08/2025";"1";"Completar";"1707 - PULSEIRAS TERMICAS PARA IDENTIFICACAO DE PACIENTES PEDIATRICOS E RN";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"600";"0,8166";"0,04";"490,00";
"08/2025";"1";"Completar";"401417 - MANOMETRO INSUFLADOR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"2";"532,6999";"0,00";"1.065,39";
"08/2025";"1";"Completar";"401859 - FIO DE SUTURA ABSORVIVEL, POLIGLATINA FIO 4-0, VIOLETA 1/2";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"A";"A";"82";"7,8848";"0,01";"646,56";
"08/2025";"1";"Completar";"8105 - CONJUNTO CPAP NASAL NEONATAL N. 00";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"47";"58,9944";"0,00";"2.772,73";
"08/2025";"1";"Completar";"918 - TUBO ENDOTRAQUEAL COM CUFF CALIBRE 9,0";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"94";"4,5395";"0,01";"426,72";
"08/2025";"1";"Completar";"839 - AGULHA P/ BIOPSIA RENAL TAM. 16G X 16, DESCARTAVEL, ESTERIL,";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"6";"69,9688";"0,00";"3.778,83";
"08/2025";"1";"Completar";"1450 - CONJUNTO CPAP NASAL NEONATAL N. 1";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"29";"62,7774";"0,00";"3.829,43";
"08/2025";"1";"Completar";"3437 - AGULHA OU INJETOR DE ESCLEROSE  P/ ENDOSCOPIA ";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"15";"50,5259";"0,00";"909,47";
"08/2025";"1";"Completar";"3522 - AGULHA DE BIOPSIA RENAL, CALIBRE 16G X 16CM, ";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"19";"69,7436";"0,00";"1.325,13";
"08/2025";"1";"Completar";"400383 - CATETER DIAGNOSTICO JUDKINS 5F JL 3,5 X 100 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"25";"55,5583";"0,00";"3.277,94";
"08/2025";"1";"Completar";"1540 - FIO DE SUTURA CATGUT CROMADO, FIO 2-0, AGULHA 3/8";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"B";"A";"48";"4,2437";"0,00";"687,46";
"08/2025";"1";"Completar";"7598 - FIO DE SUTURA ABSORVIVEL POLIDIOXANONA, FIO 4-0, AGULHA 1/2";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"B";"B";"60";"8,8908";"0,00";"1.813,58";
"08/2025";"1";"Completar";"835 - AGULHA PARA ANESTESIA RAQUIDIANA 22GX 3 1/2";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"706";"3,2526";"0,00";"6.524,73";
"08/2025";"1";"Completar";"1694 - MASCARA CIRURGICA DESCARTAVEL C/ 4 TIRAS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"39038";"0,0817";"0,02";"3.189,77";
"08/2025";"1";"Completar";"401368 - PAPILOTOMO TRIPLO LUMEN";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"3";"352,0000";"0,00";"26.400,00";
"08/2025";"1";"Completar";"1403 - CATETER DIAGNOSTICO VERTEBRAL 5F X 110CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"14";"131,5742";"0,00";"9.210,22";
"08/2025";"1";"Completar";"1496 - EQUIPO HEMOTRANSFUSAO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"1871";"4,0435";"0,00";"16.864,92";
"08/2025";"1";"Completar";"400965 - DISPOSITIVO INCONTINENCIA URINARIA N.6";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"751";"1,7265";"0,07";"4.645,22";
"08/2025";"1";"Completar";"400387 - INTRODUTOR ARTERIAL FEMORAL 5F X 11CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"15";"39,7446";"0,00";"7.591,23";
"08/2025";"1";"Completar";"400157 - FIO GUIA 0,035 POLEGADA X 260 CM TIPO LUNDERQUIST";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"10";"465,1080";"0,00";"6.511,52";
"08/2025";"1";"Completar";"1546 - FIO DE SUTURA CATGUT SIMPLES, FIO N. 0, AGULHA 3/8";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"A";"A";"144";"5,7247";"0,01";"824,37";
"08/2025";"1";"Completar";"401795 - PROTETOR OCULAR PARA FOTOTERAPIA, TAMANHO MEDIO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"38";"12,2400";"0,00";"465,12";
"08/2025";"1";"Completar";"13997 - LUVA PARA PROCEDIMENTO NAO CIRURGICO NITRILICA TAM. PEQUENO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"CX";"A";"A";"74";"19,2000";"0,00";"2.553,60";
"08/2025";"1";"Completar";"403629 - FIO OSSEO LISO TIPO STEINMAN/KIRSCHNER 2,0MM X 30CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"11,4564";"0,00";"5.109,25";
"08/2025";"1";"Completar";"1513 - CURATIVO ADESIVO TRANSPARENTE 5 X 7,5CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"1345";"0,9900";"0,00";"1.331,55";
"08/2025";"1";"Completar";"1674 - LAMINA DE BISTURI N. 23";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"CX";"A";"A";"49";"21,9000";"0,00";"1.401,60";
"08/2025";"1";"Completar";"891 - BOLSA PARA COLOSTOMIA / ILEOSTOMIA CONVEXA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"197";"19,5362";"0,01";"34.324,87";
"08/2025";"1";"Completar";"6967 - COMPRESSA CIRURGICA, USO CAMPO OPERATORIO, ESTERIL, 5 UND";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"PCT";"A";"C";"320";"5,2226";"0,03";"1.723,63";
"08/2025";"1";"Completar";"841 - CATETER PICC MONOLUMEN 2 FR X 30CM NEONATAL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"50";"210,3272";"0,00";"10.516,36";
"08/2025";"1";"Completar";"1520 - FIO DE SUTURA  ABSORVIVEL, FIO N. 1, VIOLETA, AG. 1/2 CIL.";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"A";"B";"144";"9,1900";"0,00";"4.300,92";
"08/2025";"1";"Completar";"1806 - TORNEIRA 5 VIAS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"20";"6,9625";"0,00";"1.531,70";
"08/2025";"1";"Completar";"400165 - GRAMPEADOR CIRCULAR INTRALUMINAL REF. 0702050261";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"591,2700";"0,00";"0,00";
"08/2025";"1";"Completar";"1726 - SERINGA DESC. DE 60ML  LUER LOCK, S/ AGULHA,";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"1290";"1,3900";"0,00";"3.962,89";
"08/2025";"1";"Completar";"402054 - FIO GUIA DIRIGIVEL 0,014 X 190CM PONTA CURVA OU RETA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"148";"203,4295";"0,01";"30.107,59";
"08/2025";"1";"Completar";"3756 - MANTA DE SMS 150 X 150CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"FL";"C";"A";"7050";"4,3400";"0,00";"38.409,00";
"08/2025";"1";"Completar";"893 - BOLSA PARA TRANSFERENCIA DE SANGUE";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"285";"18,5749";"0,00";"6.129,72";
"08/2025";"1";"Completar";"1750 - SONDA DE FOLEY DE SILKOLATEX 18F, 2 VIAS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"2,7620";"0,00";"505,74";
"08/2025";"1";"Completar";"7521 - DIALISADOR CAPILAR SINTETICO ALTO FLUXO 1,2 M2 A 1,3 M2.";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"5";"69,6799";"0,00";"5.574,48";
"08/2025";"1";"Completar";"5412 - SACO PLASTICO TIPO HAMPER 120 LITROS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"5500";"1,0555";"0,10";"6.260,70";
"08/2025";"1";"Completar";"400748 - CATETER DIAGNOSTICO JUDKINS 6F JL 3,5 X 100 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"B";"5";"69,9500";"0,00";"1.259,10";
"08/2025";"1";"Completar";"400855 - ELETRODO DE RETORNO DE PACIENTE NEONATAL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"30";"7,6000";"0,00";"684,00";
"08/2025";"1";"Completar";"1641 - COBRE CORPO 0,60M X 0,30M  NEONATAL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"53";"6,9498";"0,00";"368,35";
"08/2025";"1";"Completar";"1397 - CATETER DIAGNOSTICO SIMMONS S2 5F X 100CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"13";"85,8000";"0,00";"1.115,40";
"08/2025";"1";"Completar";"913 - TUBO ENDOTRAQUEAL COM CUFF CALIBRE 5,5";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"40";"3,5137";"0,00";"263,52";
"08/2025";"1";"Completar";"1393 - CATETER DIAGNOSTICO PIG TAIL 5F X 110 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"10";"56,1530";"0,00";"2.807,66";
"08/2025";"1";"Completar";"401919 - CERA PARA OSSO, COMPOSICAO CERA DE ABELHAS E PALMITATO ISOPROPILICO, TIPO USO HEMOSTATICO, ENVELOPE COM 2,5 GR. ESTERIL, USO UNICO.";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"B";"A";"864";"4,0300";"0,00";"3.481,93";
"08/2025";"1";"Completar";"403621 - FIO DE CERCLAGEM 1,5 MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"4";"37,8666";"0,00";"1.249,57";
"08/2025";"1";"Completar";"400114 - CATETER BALAO PARA ANGIOPLASTIA PERIFERICA DIAM. 12MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"1";"603,1400";"0,00";"22.919,32";
"08/2025";"1";"Completar";"402212 - CLIPES DE TITANIO TAMANHO MEDIO - LARGO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"500";"25,1272";"0,05";"12.563,66";
"08/2025";"1";"Completar";"3357 - MANTA DE SMS 70 X 70CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"FL";"C";"A";"19550";"0,9800";"0,00";"32.095,00";
"08/2025";"1";"Completar";"401481 - SONDA DE FOLEY DE SILICONE 20F, 3 VIAS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"42";"8,4473";"0,00";"380,13";
"08/2025";"1";"Completar";"4066 - HEMOSTATICO ABSORVIVEL 50 X 70MM EM MALHA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"72";"59,9580";"0,00";"12.711,11";
"08/2025";"1";"Completar";"1585 - FIO DE SUTURA POLIESTER, 5-0,  AGULHAS 1/2, COMPR. 75 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"B";"B";"72";"6,0900";"0,00";"584,64";
"08/2025";"1";"Completar";"1474 - DRENO CIRURGICO, MODELO PENROSE N. 2";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"68";"2,3901";"0,00";"564,04";
"08/2025";"1";"Completar";"8197 - CATETER ANGIOGRAFICO 5F X 100CM, (TIG)";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"265";"53,5608";"0,01";"29.190,70";
"08/2025";"1";"Completar";"5549 - CATETER DE HEMODIALISE ADULTO 12 FR X 23 CM PERMCATH";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"714,5000";"0,00";"1.428,99";
"08/2025";"1";"Completar";"5619 - CAPOTE CIRURGICO, ESTERIL, DESCARTAVEL, EM NAO TECIDO  SMS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"48";"8,6822";"0,00";"30.963,21";
"08/2025";"1";"Completar";"2602 - CANULA OROFARINGEA GUEDEL N. 3";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"96";"2,8000";"0,00";"268,80";
"08/2025";"1";"Completar";"403625 - FIO DE CERCLAGEM 1,2 MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"20";"38,2455";"0,00";"1.721,05";
"08/2025";"1";"Completar";"10179 - DIALISADOR CAPILAR SINTETICO ALTO FLUXO 0,2 M2.";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"291,1941";"0,00";"11.065,38";
"08/2025";"1";"Completar";"13999 - LUVA PARA PROCEDIMENTO NAO CIRURGICO NITRILICA TAM. GRANDE";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"1800";"0,2001";"0,00";"360,19";
"08/2025";"1";"Completar";"1719 - SELANTE CIRURGICO PO LIOFILIZADO E DILUENTE FRASCO-AMPOLA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"KT";"B";"A";"18";"767,7177";"0,00";"29.173,28";
"08/2025";"1";"Completar";"1774 - SONDA NASOGASTRICA LONGA CALIBRE N. 18";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"1044";"1,2884";"0,01";"2.469,95";
"08/2025";"1";"Completar";"400611 - CONJUNTO DE TROCA MENSAL PARA PACIENTE SUBMETIDO A DPA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"CJ";"B";"A";"0";"3.924,5700";"0,00";"0,00";
"08/2025";"1";"Completar";"1653 - KIT DE ACESSO VENOSO CENTRAL P/ HEMODIALISE, 11FRX15CM APROX";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"1";"113,4650";"0,00";"1.021,18";
"08/2025";"1";"Completar";"4184 - KIT COMPLETO PARA GASTROSTOMIA CALIBRE DE 24 FRENCH SILICONE";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"KT";"B";"B";"0";"353,6452";"0,00";"6.719,26";
"08/2025";"1";"Completar";"401767 - MANTA TERMICA NEONATAL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"32";"87,3575";"0,00";"21.926,71";
"08/2025";"1";"Completar";"1498 - EQUIPO BOMBA INFUSORA / SOLUCAO PARENTERAL FOTOSSENSIVEL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"2427";"14,8038";"0,01";"47.505,41";
"08/2025";"1";"Completar";"1656 - CATETER PARA TERAPIA RENAL 12FR X 20CM TRIPLO LUMEN";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"KT";"B";"A";"7";"106,5000";"0,00";"6.070,50";
"08/2025";"1";"Completar";"912 - TUBO ENDOTRAQUEAL COM CUFF CALIBRE 5,0";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"50";"3,7070";"0,00";"259,49";
"08/2025";"1";"Completar";"400189 - CIMENTO SEM ANTIBIOTICO REF. 0702031380";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"9";"45,3555";"0,00";"408,20";
"08/2025";"1";"Completar";"14061 - FILTRO DE BARREIRA HEPA ADULTO BACTERIANO E VIRAL ELETROST";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"560";"7,2401";"0,05";"5.502,53";
"08/2025";"1";"Completar";"1711 - REANIMADOR MANUAL C/ BALAO 500ML PEDIATRICO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"20";"127,2050";"0,00";"5.088,20";
"08/2025";"1";"Completar";"400905 - FIO DE SUTURA ALGODAO, FIO 3-0, SEM AGULHA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"A";"C";"96";"2,1547";"0,01";"206,86";
"08/2025";"1";"Completar";"1505 - HEMOSTATICO ABSORVIVEL 5 X 7,5CM, TIPO ESPONJA,";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"B";"A";"50";"38,9028";"0,00";"11.165,04";
"08/2025";"1";"Completar";"1809 - TUBO HOSPITALAR, MATERIAL LATEX NATURAL, TAMANHO N 200";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"M";"A";"A";"1140";"1,3200";"0,01";"1.504,81";
"08/2025";"1";"Completar";"1600 - FIO GUIA HIDROFILICO 0,035 POLEGADA X 150 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"234";"2,0500";"0,02";"14.092,13";
"08/2025";"1";"Completar";"402291 - LAMINA PARA TRICOTOMIZADOR CIRURGICO ELETRICO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"40";"16,1500";"0,00";"23.094,50";
"08/2025";"1";"Completar";"1762 - SONDA NASOENTERAL CALIBRE N. 8 (INFANTIL)";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"61";"10,2999";"0,01";"628,30";
"08/2025";"1";"Completar";"401965 - FIO DE SUTURA CATGUT CROMADO, FIO 3-0, AGULHA 3/8";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"B";"B";"14";"4,9640";"0,01";"903,46";
"08/2025";"1";"Completar";"3193 - AGULHA PARA BLOQUEIO DE PLEXO 22G X 2";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"140";"78,9800";"0,00";"29.222,60";
"08/2025";"1";"Completar";"1535 - FIO DE SUTURA CATGUT CROMADO, FIO N. 0, AGULHA 1/2";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"A";"A";"48";"5,4281";"0,00";"781,64";
"08/2025";"1";"Completar";"401764 - SONDA PARA GASTROSTOMIA PERCUTANEA 16 FR COM BALAO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"1";"52,4033";"0,00";"209,62";
"08/2025";"1";"Completar";"1747 - SONDA DE FOLEY DE SILKOLATEX 12F, 2 VIAS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"156";"3,6815";"0,01";"728,93";
"08/2025";"1";"Completar";"6009 - ESCOVA DEGERMACAO COM PVPI";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"1560";"1,8698";"0,15";"2.917,20";
"08/2025";"1";"Completar";"3956 - TUBO ENDOTRAQUEAL COM CUFF CALIBRE 4,0";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"85";"3,5430";"0,00";"393,28";
"08/2025";"1";"Completar";"6532 - LUVA PARA PROCEDIMENTO NAO ESTERIL TAM. PEQUENO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"CX";"B";"A";"811";"20,2243";"0,00";"105.066,15";
"08/2025";"1";"Completar";"4380 - CATETER OXIGENOTERAPIA TIPO OCULOS ADULTO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"1,1154";"0,00";"9.208,28";
"08/2025";"1";"Completar";"1776 - SONDA NASOGASTRICA LONGA CALIBRE N. 22";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"3";"1,3700";"0,00";"97,19";
"08/2025";"1";"Completar";"1724 - SERINGA DESC. DE 10ML S/ AGULHA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"0,1976";"0,00";"0,06";
"08/2025";"1";"Completar";"401923 - BALAO DILATADOR BILIAR 6-7-8";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"1";"578,0000";"0,00";"2.890,00";
"08/2025";"1";"Completar";"939 - CANULA PARA TRAQUEOSTOMIA N. 8,5 COM CUFF";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"C";"5";"13,3820";"0,00";"1.405,05";
"08/2025";"1";"Completar";"5967 - SERINGA DESC. DE 20ML BICO LUER LOCK S/ AGULHA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"4450";"0,3364";"0,00";"3.893,69";
"08/2025";"1";"Completar";"3605 - TUBO ENDOBRONQUIAL ESQUERDO, CALIBRE 35 FR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"11";"182,7772";"0,00";"2.010,55";
"08/2025";"1";"Completar";"915 - TUBO ENDOTRAQUEAL COM CUFF CALIBRE 7,5";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"40";"3,2207";"0,00";"2.279,57";
